ID,Title,Level,Total_Words,Unique_Words,Coverage_Ratio,New_Word_Count,New_Words,Flesch_Kincaid_Grade,Candidate
358,Algeria,beginner,11500,3040,0.19069565217391304,3031,"'ir, a, aarayech, aarc, abandoned, abandoning, abassa, abbasids, abbreviated, abd, abdalwadid, abdelaziz, abdelhamid, abdelkader, abdelkhader, abdelmadjid, ability, able, abou, abounds, about, abstention, abu, abundance, acacias, academia, accelerated, acceptance, accepted, access",12.542173216260249,False
359,List of Atlas Shrugged characters,beginner,4530,1503,0.1947019867549669,1493,"'unification', a, abandoned, abandons, abhors, ability, about, absurdity, accepting, accidentally, according, achieve, achievement, achievements, achieves, across, act, acted, action, actions, actress, actually, adding, adherents, admiration, admire, admission, admits, adventures, advocates",10.640127114929431,False
569,Anthropology,beginner,7545,1975,0.16713055003313454,1965,"'aesthetic', 'aesthetics', 'art, 'art', 'artistic', 'cultural, 'literature', 'other, 'painting', 'peripheral', 'sculpture', 'social, 'sociocultural', a, aaa, abandoned, ability, aborigines', about, abstract, academia, academic, accepting, access, accommodated, according, account, accounts, acculturation, accuse",17.50751185636857,False
572,Agricultural science,beginner,795,428,0.11572327044025157,421,"a, academy, act, activities, adato, adverse, after, agrarie, agricultural, agriculture, agriculturists, agriscience, agroclimatology, agroecology, agrology, agronomic, agronomy, albert, also, america, american, animal, animals, ans, antonio, application, are, artificial, artturi, as",17.568106065763498,False
573,Alchemy,beginner,8857,2537,0.16472846336231228,2528,"', 'alchemical, 'ambix', 'black, 'decknamen', 'experiments', 'god, 'his', 'isis', 'the, 'the', a, ab, abandon, abelard, abelard's, able, about, above, absent, abstinence, academic, accelerators, acceptance, access, accessible, accomplished, accordance, according, accredited",14.111114374848068,False
579,Alien,beginner,748,305,0.10294117647058823,299,"a, above, actress, ahead, album, albums, alian, alians, alice, alien, alienoid, aliens, also, american, an, anderson, animorphs, annie, anthology, applegate, armenian, arts, astrobiology, atari, atlanta, atliens, australian, australianitalian, backing, baker",49.52877831282325,False
580,Astronomer,beginner,723,347,0.12171507607192254,339,"a, able, academic, added, aiding, allowing, almost, along, also, although, amateur, amateurs, ambitious, america, american, among, an, analysis, analyze, analyzing, any, approximately, are, armchair, as, assist, astronomer, astronomers, astronomers', astronomical",16.593070107192258,False
586,ASCII,beginner,5100,1273,0.1492156862745098,1263,"', a, abbreviated, abbreviation, abort, about, above, accented, acceptance, accidental, accommodated, according, accurately, ack, acknowledge, acronym, actual, adapted, added, adding, addition, additional, address, addressed, adds, adjacent, adopted, advance, advances, affecting",13.563984255412205,False
593,Animation,beginner,5514,1685,0.14345302865433443,1677,"'cartoon', a, abenteuer, about, academy, accomplishment, acetate, achieve, achmed, across, action, actors, actors', actual, actually, adapted, added, addition, adult, adults, advance, advanced, advection, advent, adventures, advertisements, aesthetic, affordable, after, afterward",15.002055812708388,False
594,Apollo,beginner,19132,3890,0.18246916161404975,3881,"'apollo', 'mercury, 'role', a, abae, abaeus, abaios, abandoned, abaris, abdomen, abe, ability, able, aboard, about, above, absence, absolved, absorbed, abstain, academica, accepted, access, accidentally, accompanied, accordance, according, accordingly, account, accounts",9.523686233571862,False
595,Andre Agassi,beginner,8501,1795,0.18938948359016586,1786,"a, able, about, above, abused, abusive, academics, academy, acceptance, accommodates, accurate, achieve, achieved, achievement, achievements, acquired, acre, action, actress, acura, ad, addition, additional, adds, adidas, admitted, advance, advanced, advertisement, advertisements",10.632188426021049,False
597,Austroasiatic languages,beginner,3824,1149,0.12186192468619247,1140,"', 'boat', 'catfish, 'crab', 'crocodile', 'eel', 'fish, 'fish', 'heron, 'otter', 'prawn', 'recognized, 'river, 'shrimp', 'tortoise', 'turtle', a, abandoned, aberrant, about, absorbed, accepted, accepts, access, according, account, aceh, acehnese, actually, adams",14.400670596778454,False
599,Afroasiatic languages,beginner,7801,1585,0.16369696192795796,1576,"', 'causative', 'middle, 'passive', 'proto, 'reflexive', a, aa, abandon, abbreviations, about, above, absence, absent, absolute, abstract, academic, accent, acceptable, acceptance, accepted, according, accusative, across, action, actual, ad, added, adding, addition",14.270954803477707,False
600,Andorra,beginner,8304,2310,0.19689306358381503,2301,"', a, able, about, above, absolute, abundant, academic, acb, access, accordance, according, accounts, accused, achieved, acquired, acquisition, across, acta, acted, action, actions, active, activities, activity, actually, adapt, addition, additional, administered",13.144439864134444,False
612,Arithmetic mean,beginner,1482,432,0.21322537112010798,425,"a, about, above, academic, across, addition, additional, additive, all, almost, also, always, amount, an, analog, angle, angles, anthropology, any, appear, application, applications, are, arithmetic, arithmetically, arranged, artificially, as, assumed, average",13.695559873904223,False
615,American Football Conference,beginner,1347,417,0.1915367483296214,409,"a, abbreviation, abc, add, added, adding, addition, adopted, afc, afc's, afl, afl's, aforementioned, after, afternoon, again, against, agree, agreed, aired, all, allows, along, already, also, american, among, an, angeles, appearance",14.170954757448833,False
620,Animal Farm,beginner,6808,2050,0.18390129259694477,2040,"'when, a, abandoned, abbreviates, abdicated, able, abolishes, abortive, abound, about, abridged, absent, abusing, academic, accept, accepted, access, according, account, accusations, accused, ace, acknowledgement, acquire, acquires, acre, act, action, actions, active",13.346949127063585,False
621,Amphibian,beginner,12021,2743,0.1681224523750104,2734,"'both, 'life', 'of, a, abdomen, abilities, ability, able, about, above, absorbed, abundant, accepted, access, accessory, accomplished, according, account, accumulates, acetylcholine, ache, acid, action, active, actively, activities, activity, acts, actual, adapt",12.052903685405184,False
624,Alaska,beginner,11733,2738,0.1807721810278701,2729,"'bed', 's, a, aboard, about, above, absences, absolute, abundance, abundant, abuse, academic, academy, acceptance, accepting, access, accessible, accommodate, according, account, accounting, accredited, accurately, achievers, acquaintances, acreage, acres, across, act, action",12.252031474439004,False
627,Agriculture,beginner,8702,2177,0.16030797517811998,2169,"'cultivation', 'field', 'growing, 'growing', 'intensification', a, abandoned, able, about, absent, absorb, abundance, abundant, accelerating, access, accidents, accomplishment, according, account, accounts, accumulate, achieving, acidification, acquired, acre, acreage, acres, across, act, action",14.901060592695796,False
628,Aldous Huxley,beginner,4351,1515,0.15605607906228453,1506,"'pacifism, a, aalter, able, about, academy, accepted, according, account, accounts, achievements, acknowledged, act, active, activists, acts, adaptations, addressing, adjourn, admired, advanced, adventures, advisor, advocates, after, afterwards, again, age, aged, agnostic",13.282322361340785,False
633,Algae,beginner,4347,1493,0.14124683689901082,1485,"'be, 'binding, 'dark, 'paint', 'seaweed', 'stems', a, abalone, abandoned, abandonment, about, above, absorb, abundance, accelerate, accomplished, according, accordingly, account, accumulated, accurate, acetabularia, acid, acids, acquired, acquisition, across, action, added, addition",13.79195561231846,False
634,Analysis of variance,beginner,5212,1203,0.16864927091327706,1195,"a, ability, about, above, accepted, according, account, achieve, achieving, across, action, activity, add, added, adding, addition, additional, additive, additivity, address, adequate, adequately, adjusting, adjustment, administrative, adult, advantage, advantages, advised, affecting",13.961988157836597,False
639,Alkane,beginner,6553,1581,0.1497024263696017,1573,"'paraffin, 'paraffins', a, abbreviated, ability, about, above, absence, absent, absorbs, absorption, abstraction, abstracts, abundances, accessible, accommodate, according, accurately, acid, acids, across, activation, active, activity, acts, actual, actually, acyclic, add, added",12.625200438257284,False
640,Appellate procedure in the United States,beginner,3673,807,0.18867410835829024,798,"', 'the, a, ability, able, absence, abuse, access, acquittal, act, acted, acting, action, actual, addition, adequate, adequately, adjudicative, administrative, admissible, admitting, adversarial, affirm, affirmance, affirmed, affirming, affirms, afford, afresh, after",13.219629414984386,False
642,Answer (law),beginner,272,149,0.12867647058823528,142,"'changing, a, accumulated, adverse, after, an, answer, answers, any, appearance, arraignment, as, assertion, authoritative, became, been, before, body, by, case, cases, certain, civil, colloquially, comes, common, complaint, contentious, correct, counter",14.217542087542089,False
643,Appellate court,beginner,1469,400,0.14976174268209666,392,"a, able, abolished, abstracts, abuse, across, action, affirmed, air, alabama, all, allow, allowed, also, amendment, american, an, anew, another, any, appeal, appealed, appeals, appellant's, appellate, applied, are, areas, argument, army",12.937427600271928,False
649,Arraignment,beginner,1164,378,0.2027491408934708,370,"'no, a, able, above, accept, acceptable, accused, act, additional, addressed, addresses, advice, africa, after, against, alford, alleged, allowed, allows, also, amendment, among, amount, an, another, any, anyone, appear, appearance, appearances",12.882658020477816,False
651,America the Beautiful,beginner,1754,728,0.18358038768529075,719,"'black, a, abbreviated, accompany, ad, adaptable, added, addition, additionally, adkins, administration, after, age, ahead, aired, album, all, also, amber, amended, america, america's, american, americans, amos, an, another, anthem, antlers, any",11.947725054192968,False
653,Assistive technology,beginner,5891,1697,0.1449668986589713,1689,"a, aac, abandoned, abilities, ability, about, above, absolute, accelerometers, acceptability, acceptance, access, accessibility, accessible, accessory, accommodate, accommodation, accompanied, accompanying, accomplish, accomplishing, according, accordingly, achieving, acoustic, acquired, act, activated, activating, activation",15.326900246221303,False
655,Abacus,beginner,3802,1158,0.18621778011572857,1149,"'counter, a, abaci, abacist, abacists, abacus, abacuses, abakos, abax, abh, abhidharmako, able, about, according, account, accounting, accounts, achaemenid, acquire, act, ad, adapted, addition, adopted, adoption, adopts, advanced, advantage, affordability, africa",11.84021851810419,False
656,Acid,beginner,5193,1114,0.15674947044097823,1106,"'sour', a, ability, able, above, accept, acceptor, accepts, accompanied, according, acetate, acetic, acetylsalicylic, acid, acidic, acidity, acids, activates, activity, acts, acyl, added, adding, addition, additional, additionally, additives, adjusting, advantages, after",13.431570148203086,False
657,Bitumen,beginner,8350,2219,0.17652694610778444,2210,"'breaking', a, abandoned, ability, aboriginal, about, above, absence, absorb, absorption, accadian, accessible, according, account, accounts, accumulating, achieved, achieving, acid, acids, acquire, across, acting, activity, acts, actually, ad, added, adding, addition",13.510790397783683,False
659,American National Standards Institute,beginner,1435,553,0.17770034843205576,545,"a, academic, acceptance, access, accessible, accordance, according, accreditation, accredited, accrediting, accredits, activities, adam, addition, additional, administers, adopted, adoption, advocates, aesc, affiliated, agencies, aiee, aime, all, alleging, almost, alphabets, also, although",14.868943565037856,False
662,Apollo 11,beginner,11195,2670,0.18186690486824475,2660,"'s, a, abandon, abandoned, abc, abernathy, ability, able, aboard, abort, about, above, abruptly, absence, absolutely, abstract, aca, acceleration, accent, acceptable, accepted, access, accidentally, accompanying, accomplish, accomplished, accomplishment, accordance, according, accused",11.706039854608417,False
663,Apollo 8,beginner,7948,1839,0.1936336185203825,1829,"', 's, a, abandoned, able, about, above, absorb, absorbing, academy, accelerating, accidentally, achieve, achieved, achievement, acquire, across, activity, actual, actuality, actually, adaptation, adapts, add, added, addition, additional, additionally, address, adept",11.508840147262784,False
664,Astronaut,beginner,4319,1343,0.1558231072007409,1334,"'sailor', 'sky', 'space', 'star', a, abdul, abdulaziz, ability, able, aboard, about, above, acaba, accelerate, accept, accepted, access, accident, accompanied, accumulate, across, active, activities, activity, actual, adaptions, adaptive, addition, address, administration",13.354256468762305,False
665,A Modest Proposal,beginner,2239,896,0.17954443948191157,886,"'a, 'melancholy', 'modest, a, about, absurdity, abuses, account, accusing, acknowledges, acquaintance, activist, actually, add, addressing, adopts, adultery, affinity, after, against, age, aggravation, agreement, aimed, alienate, aligned, all, allow, allusion, almost",15.410501957494407,False
666,Alkali metal,beginner,15839,2480,0.16579329503125198,2471,"', a, abandoned, ability, able, abnormally, about, above, absence, absolute, absorb, absorbed, absorbs, absorption, abundance, abundant, academic, accelerator, acceptor, accident, accidents, accomplished, accordance, account, accurate, acetylene, acetylide, acetylides, achieve, acid",15.191973990323145,False
670,Alphabet,beginner,4538,1105,0.18245923314235346,1097,"', 'spell, a, abandoned, abc, abcde, abecedarium, abgad, abjad, abjadi, abjads, aboriginal, about, abugida, abugidas, academies, accented, according, accuracy, achieve, achieved, acquired, acrophony, across, ad, adaptations, adapted, added, adding, additional",12.477440176871056,False
673,Atomic number,beginner,1676,507,0.17362768496420047,498,"'number', a, about, above, accomplished, addition, after, ahead, all, almost, alone, alpha, also, alternate, aluminium, always, among, an, anodic, antonius, any, apparent, appeared, apply, approximately, are, argon, arithmetic, arranged, as",16.302244627385686,False
674,Anatomy,beginner,6440,1776,0.1920807453416149,1767,"a, abdomen, aberdeen, able, about, above, abundant, academic, accurate, accurately, achievements, achillini, achromatic, acid, acids, act, action, active, activity, acts, adaptations, adapted, addition, adhesion, adipose, adopted, adulthood, advance, advanced, advances",12.591234294531052,False
675,Affirming the consequent,beginner,953,332,0.2088142707240294,322,"'the, a, abbreviated, abductive, about, academic, action, additional, affirm, affirming, also, alternatively, among, an, animal, another, antecedent, antecedents, any, appeal, applying, are, argument, arguments, arises, articles, as, assuming, assumptions, attention",10.751983413685696,False
676,Andrei Tarkovsky,beginner,6252,1749,0.18426103646833014,1739,"a, abalov, abbado, abbas, abdusalmov, ability, able, abort, about, above, abramov, abroad, academic, academy, acclaim, accompanied, accomplishment, according, accused, acquaintance, across, act, acted, acting, action, active, actor, actors, adaptation, added",11.315269230227226,False
677,Ambiguity,beginner,3721,1199,0.16124697661918838,1189,"'authoritatively, 'dialectically, 'mysterium, a, able, about, absorption, according, accuracy, achieve, acted, acting, actually, adding, addition, addressed, adimensional, aesthetic, africa, after, agreed, agreements, algorithmic, allow, allowed, allows, almost, also, alternately, although",13.80593913737465,False
678,Abel,beginner,757,350,0.21268163804491413,342,"'s, a, abel, abel's, ablu, abraham, abrahamic, accepted, according, accusative, adam, addition, additional, after, ahmad, akkadian, alexandrian, along, always, an, angelic, anush, apocryphon, appointed, are, article, as, assyrian, at, b",10.552444958168213,False
680,Aardvark,beginner,3411,1234,0.1706244503078276,1225,"'thumb', a, aarde, aardvark, aardvark's, aardvarks, ability, able, about, abundance, accompany, account, achieved, active, activity, acts, actually, adametzi, adapted, admired, adult, adverse, aethiopicus, afer, affected, affinities, africa, african, africanus, afrikaans",9.795893309833655,False
681,Aardwolf,beginner,1932,732,0.14906832298136646,724,"a, aardvark, aardwolf, aardwolf's, aardwolves, abandoned, about, abundant, accompanied, achieve, active, actually, adapted, add, adept, adult, africa, african, afrikaans, after, afternoon, age, ages, all, along, also, an, anal, analysis, anders",10.02475075830436,False
682,Adobe,beginner,2474,831,0.15885206143896524,822,"'canal', a, able, about, above, acceleration, accordingly, account, achaemenid, across, activity, ad, added, addition, adequate, adobe, adopted, advantage, advantages, adviser, africa, after, against, ages, agreement, air, aka, al, allow, allowed",11.25214233092677,False
683,Adventure,beginner,715,348,0.12307692307692308,340,"a, about, according, achieve, activities, adventure, adventurer, adventures, adventurous, adversity, ages, allows, also, an, ancient, andr, are, ark, arousal, as, assumes, author, based, be, became, becomes, becoming, best, bold, books",14.169264680028132,False
689,Asia,beginner,6703,1849,0.19797105773534238,1840,"'ali, 'southeast, 'stans, 'u'll, a, aaron, abdus, able, about, above, abrahamic, abundant, academics, accepted, accidental, according, achievements, achiever, across, act, active, activist, activities, activity, actually, ada, adapting, adhere, adhered, adherence",14.192510235637275,False
690,Aruba,beginner,9253,2513,0.19128931157462445,2504,"'s, a, aanleg, abandoned, abc, able, aboriginals, about, absent, abundant, access, accessible, accident, accordance, according, account, accurate, achtergronden, acknowledge, acknowledging, acquired, acres, across, act, actions, active, activities, acts, ad, add",12.120013921303691,False
691,Articles of Confederation,beginner,6561,1690,0.18030787989635727,1680,"', 'the, a, ability, abolition, absence, absent, accedes, accept, acceptance, accomplishments, according, account, achieved, acres, act, acted, acting, action, actions, acts, adams, added, additionally, address, addressed, addressing, adjourn, adjourned, administration",15.245497313944743,False
698,Atlantic Ocean,beginner,8128,1990,0.1937746062992126,1982,"', 'sea, 'the, a, abalone, abandon, abandoned, abolished, about, above, absolutist, abundance, abundant, abyss, abyssal, acceptance, access, accommodate, accompanied, accumulate, accumulated, across, acting, active, activities, activity, adapt, adjacent, adriatic, adults",13.432230846334456,False
700,Arthur Schopenhauer,beginner,13541,3420,0.17642714718263053,3410,"'great, 'lord', 'representation', 'subject, a, aberrations, abgeschmackten, abhor, abilities, able, abnormit, abnormity, abolition, abolitionists, about, above, abridged, abroad, absorption, absurd, academia, academic, academies, accept, accepted, access, accidental, accidentally, accompanied, accompanies",13.14772752392675,False
701,Angola,beginner,9496,2613,0.18860572872788542,2604,"', 'kingdom, 'not, 's, a, abandoned, able, abolished, abortive, about, abra, abroad, absence, absentee, abstaining, abundance, abundant, abuses, accepted, access, acclaim, accompanied, according, accords, account, accountability, accounts, accumulate, accumulated, accumulation",13.354695961385755,False
704,Demographics of Angola,beginner,1253,443,0.12928970470869913,435,"a, able, about, according, accounts, addition, adheres, adults, affiliations, africa, african, africans, age, aged, aids, all, also, ambundu, american, among, amount, an, angola, angola's, angolan, angolans, annual, annually, any, are",9.036384152935938,False
705,Politics of Angola,beginner,1406,545,0.20128022759601708,537,"a, abroad, absolute, accepted, action, active, administrative, adopted, adoption, advised, afdb, affected, africa, african, after, against, aligned, all, almost, also, amundsen, an, angola, angola's, angolan, angolans, another, ant, anton, any",14.968148072884919,False
706,Economy of Angola,beginner,2703,961,0.1757306696263411,953,"a, abandoned, abolished, about, above, abroad, absorbed, abundant, accord, according, account, accounted, accounts, across, actions, actively, activist, activities, addition, administrative, advantage, affairs, affordable, africa, african, after, aftermath, against, agency, agreements",12.962122076075367,False
708,Transport in Angola,beginner,259,150,0.08494208494208494,147,"a, aeroflot, african, agency, air, airlines, airports, airstrips, airways, all, an, angola, angolan, april, are, at, atlantic, barra, began, bengo, benguela, british, brussels, build, by, cabinda, cargo, carriers, catumbela, caxito",20.940562060889935,False
709,Angolan Armed Forces,beginner,1927,725,0.19045147898287493,717,"'angola', 's, a, ab, abortive, about, academy, accord, accordance, accords, acquire, acquired, actions, additional, administration, adverse, affairs, african, afrique, against, age, agreement, agriculture, aims, air, aircraft, al, all, also, ambriz",14.437833872043509,False
710,Foreign relations of Angola,beginner,298,156,0.17785234899328858,148,"a, affinities, africa, african, aid, aligned, also, americas, anglophone, angola, angola's, angolan, are, as, asia, asserting, association, at, based, bilateral, bloc, brazil, brazzaville, carry, central, citizens, civil, community, conflict, congo",15.880872483221477,False
711,Albert Sidney Johnston,beginner,5923,1637,0.1674826945804491,1627,"', 'i, a, abandoned, abigail, abolitionism, abolitionists, about, above, abraham, absence, abundant, academy, accepted, accident, accidental, accompanied, accompany, account, accounts, accused, across, act, acting, action, actions, active, activists, add, addition",10.718636368927069,False
713,Android (robot),beginner,2738,1065,0.1523009495982469,1056,"'s, a, aaai, abbreviation, able, about, abridgment, abuse, academy, accompany, act, activating, activities, actor, actroid, actual, actuator, adam, adaptation, added, addition, advanced, advancement, advances, aerospace, affirming, after, against, age, ai",12.659272566002297,False
717,Alberta,beginner,9230,2284,0.18039003250270855,2275,"', 'composite, 'local, a, aboard, aboriginal, about, above, abundances, access, accompany, according, achievement, acicularis, across, act, actions, acts, added, addition, additional, additionally, adequate, administer, administrative, adopt, advantage, advent, adventists, affected",12.227762219593231,False
728,List of anthropologists,beginner,808,605,0.02103960396039604,602,"a, abdellah, adair, adam, adamson, afanasy, aihwa, alan, albert, albright, alden, ale, alfred, alice, also, altman, alvin, ambedkar, anatoly, andrey, angioni, ann, anthony, anthropologists, anton, appadurai, arjun, arthur, arturo, asad",12.572073658062425,False
734,Actinopterygii,beginner,1897,842,0.11017395888244597,835,"a, about, above, abundant, acanthomorpha, acanthopteri, acanthopterygii, acipenseriformes, actinopteri, actinopterygian, actinopterygians, actinopterygii, added, adjacent, aeduelliformes, after, again, air, al, albuliformes, aldinger, alepocephali, alepocephaliformes, all, already, also, although, amiiformes, amphibious, an",14.826153846153847,False
736,Albert Einstein,beginner,13126,3186,0.17949108639341765,3176,"'chosen', 'draft', 'ethical, 'great, a, aarau, abandoned, abba, abdominal, ability, able, about, absent, absorption, academia, academic, academics, academy, accelerated, acceleration, accept, acceptance, accepted, access, accommodate, accompanying, accomplished, accomplishments, accordance, accorded",14.384954846675374,False
737,Afghanistan,beginner,13695,3188,0.1895582329317269,3179,"'alam, 'farsi', a, aamir, abandoned, abaya, abdalis, abdicated, abdul, abdullah, abdur, ability, able, abolished, abolishing, abolition, about, above, absorbed, academy, acb, acc, accept, acceptable, accepted, access, accessing, accidents, accompanied, accompanying",12.819479473432505,False
738,Albania,beginner,13840,3394,0.19848265895953757,3384,"', a, aac, abdyl, abolish, abolition, about, above, abroad, absence, absorbed, abundant, academic, access, accession, accidents, acclaimed, accompanied, according, account, accounted, accounting, achieve, achieved, achievement, achieving, acknowledged, acknowledging, across, action",14.182670341350075,False
740,Allah,beginner,3193,1024,0.20263075477607265,1014,"'if, 'ikhl, 'il, 'in, 'l, 'the, 'to, a, ab, abd, abdul, abdullah, abode, about, above, abraham, abrahamic, absolute, abu, according, actions, actual, ad, added, addison, addition, additionally, adopted, affirm, affixed",12.539490426827868,False
746,Azerbaijan,beginner,11169,2984,0.1895424836601307,2975,"'promote, a, abbas, abbasid, abdullayev, able, about, above, abroad, absheron, absolute, abulfaz, abundance, abuses, academy, accelerated, access, accompany, accomplishment, accomplishments, according, accountable, accounts, accused, acg, achaemenid, achaemenids, achieved, action, active",13.582677234698373,False
748,Amateur astronomy,beginner,3503,1110,0.14045104196403083,1101,"a, aavso, ab, able, about, academic, accurate, achievement, acquire, active, activities, activity, actor, add, additional, adjust, adoption, advanced, advances, advantage, advantages, advent, advise, after, aid, ainslie, akin, alan, albert, alcock",13.983166153712776,False
751,Aikido,beginner,4194,1273,0.1664282308059132,1264,"'combine, 'enter, 'i, 's, a, abdomen, abe, ability, able, about, according, act, action, actions, active, acupunture, adaptation, adaptations, add, addition, additionally, addresses, adductive, adjust, advanced, aeteological, africa, after, against, age",12.126857999837615,False
752,Art,beginner,9667,2649,0.16406330816178752,2639,"'art', 'harmony', a, abandonment, abbreviation, ability, able, aboriginal, about, above, abrasion, absent, absolute, abstract, abuse, academic, accepted, access, accessible, accessories, according, accurate, achieved, achieving, acknowledged, acquired, across, act, acting, action",13.54312079907729,False
764,Agnostida,beginner,611,301,0.14566284779050737,294,"a, absence, act, adult, agnostid, agnostida, agnostidan, agnostidans, agnostids, agnostina, allowing, along, although, always, an, analyses, animals, any, appear, appearances, appears, appendages, are, areas, arthropods, artiopoda, artiopodans, as, association, based",14.11656364974246,False
765,Abortion,beginner,8194,1884,0.1447400536978277,1875,"a, abdomen, abdominal, able, abnormal, abnormalities, abort, aborted, abortifacient, abortifacients, aborting, abortion, abortionist, abortions, abortive, abortives, about, above, absence, access, accessible, accidental, accomplished, according, account, accounting, accounts, acid, across, acting",14.603757455497007,False
766,Abstract (law),beginner,203,111,0.15270935960591134,105,"a, abstract, abstracts, affect, agreements, all, also, an, any, application, are, art, be, before, binding, brief, building, by, called, came, chain, common, contains, context, cooperation, deeds, defining, describes, disclosure, document",14.345068407960202,False
