ID,Title,Level,Total_Words,Unique_Words,Coverage_Ratio,New_Word_Count,New_Words,Flesch_Kincaid_Grade,Candidate
344,Allan Dwan,intermediate,1106,575,0.0,575,"a, abroad, accessed, accident, acclaimed, according, accusing, actor, after, age, alcoholic, alive, all, allan, alley, allowed, allowing, almost, aloysius, also, american, an, and, angel, angeles, annie, april, argentine, around, as",17.419235766595794,False
358,Algeria,intermediate,11500,3040,0.0,3040,"'ir, a, aarayech, aarc, abandoned, abandoning, abassa, abbasids, abbreviated, abd, abdalwadid, abdelaziz, abdelhamid, abdelkader, abdelkhader, abdelmadjid, ability, able, abou, abounds, about, abstention, abu, abundance, acacias, academia, accelerated, acceptance, accepted, access",12.542173216260249,False
359,List of Atlas Shrugged characters,intermediate,4530,1503,0.0,1503,"'unification', a, abandoned, abandons, abhors, ability, about, absurdity, accepting, accidentally, according, achieve, achievement, achievements, achieves, across, act, acted, action, actions, actress, actually, adding, adherents, admiration, admire, admission, admits, adventures, advocates",10.640127114929431,False
569,Anthropology,intermediate,7545,1975,0.0001325381047051027,1974,"'aesthetic', 'aesthetics', 'art, 'art', 'artistic', 'cultural, 'literature', 'other, 'painting', 'peripheral', 'sculpture', 'social, 'sociocultural', a, aaa, abandoned, ability, aborigines', about, abstract, academia, academic, accepting, access, accommodated, according, account, accounts, acculturation, accuse",17.50751185636857,False
572,Agricultural science,intermediate,795,428,0.0,428,"a, academy, act, activities, adato, adverse, after, agrarie, agricultural, agriculture, agriculturists, agriscience, agroclimatology, agroecology, agrology, agronomic, agronomy, albert, also, america, american, and, animal, animals, ans, antonio, application, are, artificial, artturi",17.568106065763498,False
573,Alchemy,intermediate,8857,2537,0.0,2537,"', 'alchemical, 'ambix', 'black, 'decknamen', 'experiments', 'god, 'his', 'isis', 'the, 'the', a, ab, abandon, abelard, abelard's, able, about, above, absent, abstinence, academic, accelerators, acceptance, access, accessible, accomplished, accordance, according, accredited",14.111114374848068,False
579,Alien,intermediate,748,305,0.0,305,"a, above, actress, ahead, album, albums, alian, alians, alice, alien, alienoid, aliens, also, american, an, and, anderson, animorphs, annie, anthology, applegate, armenian, arts, astrobiology, atari, atlanta, atliens, australian, australianitalian, backing",49.52877831282325,False
580,Astronomer,intermediate,723,347,0.0,347,"a, able, academic, added, aiding, allowing, almost, along, also, although, amateur, amateurs, ambitious, america, american, among, an, analysis, analyze, analyzing, and, any, approximately, are, armchair, as, assist, astronomer, astronomers, astronomers'",16.593070107192258,False
586,ASCII,intermediate,5100,1273,0.0,1273,"', a, abbreviated, abbreviation, abort, about, above, accented, acceptance, accidental, accommodated, according, accurately, ack, acknowledge, acronym, actual, adapted, added, adding, addition, additional, address, addressed, adds, adjacent, adopted, advance, advances, affecting",13.563984255412205,False
593,Animation,intermediate,5514,1685,0.0,1685,"'cartoon', a, abenteuer, about, academy, accomplishment, acetate, achieve, achmed, across, action, actors, actors', actual, actually, adapted, added, addition, adult, adults, advance, advanced, advection, advent, adventures, advertisements, aesthetic, affordable, after, afterward",15.002055812708388,False
594,Apollo,intermediate,19132,3890,0.0,3890,"'apollo', 'mercury, 'role', a, abae, abaeus, abaios, abandoned, abaris, abdomen, abe, ability, able, aboard, about, above, absence, absolved, absorbed, abstain, academica, accepted, access, accidentally, accompanied, accordance, according, accordingly, account, accounts",9.523686233571862,False
595,Andre Agassi,intermediate,8501,1795,0.0,1795,"a, able, about, above, abused, abusive, academics, academy, acceptance, accommodates, accurate, achieve, achieved, achievement, achievements, acquired, acre, action, actress, acura, ad, addition, additional, adds, adidas, admitted, advance, advanced, advertisement, advertisements",10.632188426021049,False
597,Austroasiatic languages,intermediate,3824,1149,0.0,1149,"', 'boat', 'catfish, 'crab', 'crocodile', 'eel', 'fish, 'fish', 'heron, 'otter', 'prawn', 'recognized, 'river, 'shrimp', 'tortoise', 'turtle', a, abandoned, aberrant, about, absorbed, accepted, accepts, access, according, account, aceh, acehnese, actually, adams",14.400670596778454,False
599,Afroasiatic languages,intermediate,7801,1585,0.0,1585,"', 'causative', 'middle, 'passive', 'proto, 'reflexive', a, aa, abandon, abbreviations, about, above, absence, absent, absolute, abstract, academic, accent, acceptable, acceptance, accepted, according, accusative, across, action, actual, ad, added, adding, addition",14.270954803477707,False
600,Andorra,intermediate,8304,2310,0.0,2310,"', a, able, about, above, absolute, abundant, academic, acb, access, accordance, according, accounts, accused, achieved, acquired, acquisition, across, acta, acted, action, actions, active, activities, activity, actually, adapt, addition, additional, administered",13.144439864134444,False
612,Arithmetic mean,intermediate,1482,432,0.0,432,"a, about, above, academic, across, addition, additional, additive, all, almost, also, always, amount, an, analog, and, angle, angles, anthropology, any, appear, application, applications, are, arithmetic, arithmetically, arranged, artificially, as, assumed",13.695559873904223,False
615,American Football Conference,intermediate,1347,417,0.0,417,"a, abbreviation, abc, add, added, adding, addition, adopted, afc, afc's, afl, afl's, aforementioned, after, afternoon, again, against, agree, agreed, aired, all, allows, along, already, also, american, among, an, and, angeles",14.170954757448833,False
620,Animal Farm,intermediate,6808,2050,0.00014688601645123384,2049,"'when, a, abandoned, abbreviates, abdicated, able, abolishes, abortive, abound, about, abridged, absent, abusing, academic, accept, accepted, access, according, account, accusations, accused, ace, acknowledgement, acquires, acre, act, action, actions, active, activities",13.346949127063585,False
621,Amphibian,intermediate,12021,2743,0.0,2743,"'both, 'life', 'of, a, abdomen, abilities, ability, able, about, above, absorbed, abundant, accepted, access, accessory, accomplished, according, account, accumulates, acetylcholine, ache, acid, action, active, actively, activities, activity, acts, actual, adapt",12.052903685405184,False
624,Alaska,intermediate,11733,2738,0.0003409187761015938,2736,"'bed', 's, a, aboard, about, above, absences, absolute, abundance, abundant, abuse, academic, academy, acceptance, accepting, access, accessible, accommodate, according, account, accounting, accredited, accurately, achievers, acquaintances, acreage, acres, across, act, action",12.252031474439004,False
627,Agriculture,intermediate,8702,2177,0.00011491611123879568,2176,"'cultivation', 'field', 'growing, 'growing', 'intensification', a, abandoned, able, about, absent, absorb, abundance, abundant, accelerating, access, accidents, accomplishment, according, account, accounts, accumulate, achieving, acidification, acquired, acre, acreage, acres, across, act, action",14.901060592695796,False
628,Aldous Huxley,intermediate,4351,1515,0.0,1515,"'pacifism, a, aalter, able, about, academy, accepted, according, account, accounts, achievements, acknowledged, act, active, activists, acts, adaptations, addressing, adjourn, admired, advanced, adventures, advisor, advocates, after, afterwards, again, age, aged, agnostic",13.282322361340785,False
633,Algae,intermediate,4347,1493,0.0,1493,"'be, 'binding, 'dark, 'paint', 'seaweed', 'stems', a, abalone, abandoned, abandonment, about, above, absorb, abundance, accelerate, accomplished, according, accordingly, account, accumulated, accurate, acetabularia, acid, acids, acquired, acquisition, across, action, added, addition",13.79195561231846,False
634,Analysis of variance,intermediate,5212,1203,0.0001918649270913277,1202,"a, ability, about, above, accepted, according, account, achieve, achieving, across, action, activity, add, added, adding, addition, additional, additive, additivity, address, adequate, adequately, adjusting, adjustment, administrative, adult, advantage, advantages, advised, affecting",13.961988157836597,False
639,Alkane,intermediate,6553,1581,0.0,1581,"'paraffin, 'paraffins', a, abbreviated, ability, about, above, absence, absent, absorbs, absorption, abstraction, abstracts, abundances, accessible, accommodate, according, accurately, acid, acids, across, activation, active, activity, acts, actual, actually, acyclic, add, added",12.625200438257284,False
640,Appellate procedure in the United States,intermediate,3673,807,0.0,807,"', 'the, a, ability, able, absence, abuse, access, acquittal, act, acted, acting, action, actual, addition, adequate, adequately, adjudicative, administrative, admissible, admitting, adversarial, affirm, affirmance, affirmed, affirming, affirms, afford, afresh, after",13.219629414984386,False
642,Answer (law),intermediate,272,149,0.0,149,"'changing, a, accumulated, adverse, after, an, and, answer, answers, any, appearance, arraignment, as, assertion, authoritative, became, been, before, body, by, case, cases, certain, civil, colloquially, comes, common, complaint, contentious, correct",14.217542087542089,False
643,Appellate court,intermediate,1469,400,0.0020422055820285907,399,"a, able, abolished, abstracts, abuse, across, action, affirmed, air, alabama, all, allow, allowed, also, amendment, american, an, and, anew, another, any, appeal, appealed, appeals, appellant's, appellate, applied, are, areas, argument",12.937427600271928,False
649,Arraignment,intermediate,1164,378,0.0,378,"'no, a, able, above, accept, acceptable, accused, act, additional, addressed, addresses, advice, africa, after, against, alford, alleged, allowed, allows, also, amendment, among, amount, an, and, another, any, anyone, appear, appearance",12.882658020477816,False
651,America the Beautiful,intermediate,1754,728,0.0005701254275940707,727,"'black, a, abbreviated, accompany, ad, adaptable, added, addition, additionally, adkins, administration, after, age, ahead, aired, album, all, also, amber, amended, america, america's, american, americans, amos, an, and, another, anthem, antlers",11.947725054192968,False
653,Assistive technology,intermediate,5891,1697,0.00016975046681378373,1696,"a, aac, abandoned, abilities, ability, about, above, absolute, accelerometers, acceptability, acceptance, access, accessibility, accessible, accessory, accommodate, accommodation, accompanied, accompanying, accomplish, accomplishing, according, accordingly, achieving, acoustic, acquired, act, activated, activating, activation",15.326900246221303,False
655,Abacus,intermediate,3802,1158,0.0005260389268805891,1156,"'counter, a, abaci, abacist, abacists, abacus, abacuses, abakos, abax, abh, abhidharmako, able, about, according, account, accounting, accounts, achaemenid, act, ad, adapted, addition, adopted, adoption, adopts, advanced, advantage, affordability, africa, after",11.84021851810419,False
656,Acid,intermediate,5193,1114,0.00038513383400731754,1113,"'sour', a, ability, able, above, accept, acceptor, accepts, accompanied, according, acetate, acetic, acetylsalicylic, acid, acidic, acidity, acids, activates, activity, acts, acyl, added, adding, addition, additional, additionally, additives, adjusting, advantages, after",13.431570148203086,False
657,Bitumen,intermediate,8350,2219,0.00023952095808383233,2217,"'breaking', a, abandoned, ability, aboriginal, about, above, absence, absorb, absorption, accadian, accessible, according, account, accounts, accumulating, achieved, achieving, acid, acids, across, acting, activity, acts, actually, ad, added, adding, addition, additive",13.510790397783683,False
659,American National Standards Institute,intermediate,1435,553,0.0,553,"a, academic, acceptance, access, accessible, accordance, according, accreditation, accredited, accrediting, accredits, activities, adam, addition, additional, administers, adopted, adoption, advocates, aesc, affiliated, agencies, aiee, aime, all, alleging, almost, alphabets, also, although",14.868943565037856,False
662,Apollo 11,intermediate,11195,2670,8.932559178204556e-05,2669,"'s, a, abandon, abandoned, abc, abernathy, ability, able, aboard, abort, about, above, abruptly, absence, absolutely, abstract, aca, acceleration, accent, acceptable, accepted, access, accidentally, accompanying, accomplish, accomplished, accomplishment, accordance, according, accused",11.706039854608417,False
663,Apollo 8,intermediate,7948,1839,0.0002516356316054353,1837,"', 's, a, abandoned, able, about, above, absorb, absorbing, academy, accelerating, accidentally, achieve, achieved, achievement, across, activity, actual, actuality, actually, adaptation, adapts, add, added, addition, additional, additionally, address, adept, adjacent",11.508840147262784,False
664,Astronaut,intermediate,4319,1343,0.0,1343,"'sailor', 'sky', 'space', 'star', a, abdul, abdulaziz, ability, able, aboard, about, above, acaba, accelerate, accept, accepted, access, accident, accompanied, accumulate, across, active, activities, activity, actual, adaptions, adaptive, addition, address, administration",13.354256468762305,False
665,A Modest Proposal,intermediate,2239,896,0.0,896,"'a, 'melancholy', 'modest, a, about, absurdity, abuses, account, accusing, acknowledges, acquaintance, activist, actually, add, addressing, adopts, adultery, affinity, after, against, age, aggravation, agreement, aimed, alienate, aligned, all, allow, allusion, almost",15.410501957494407,False
666,Alkali metal,intermediate,15839,2480,0.0004419470926194836,2478,"', a, abandoned, ability, able, abnormally, about, above, absence, absolute, absorb, absorbed, absorbs, absorption, abundance, abundant, academic, accelerator, acceptor, accident, accidents, accomplished, accordance, account, accurate, acetylene, acetylide, acetylides, achieve, acid",15.191973990323145,False
670,Alphabet,intermediate,4538,1105,0.0,1105,"', 'spell, a, abandoned, abc, abcde, abecedarium, abgad, abjad, abjadi, abjads, aboriginal, about, abugida, abugidas, academies, accented, according, accuracy, achieve, achieved, acquired, acrophony, across, ad, adaptations, adapted, added, adding, additional",12.477440176871056,False
673,Atomic number,intermediate,1676,507,0.0,507,"'number', a, about, above, accomplished, addition, after, ahead, all, almost, alone, alpha, also, alternate, aluminium, always, among, an, and, anodic, antonius, any, apparent, appeared, apply, approximately, are, argon, arithmetic, arranged",16.302244627385686,False
674,Anatomy,intermediate,6440,1776,0.0,1776,"a, abdomen, aberdeen, able, about, above, abundant, academic, accurate, accurately, achievements, achillini, achromatic, acid, acids, act, action, active, activity, acts, adaptations, adapted, addition, adhesion, adipose, adopted, adulthood, advance, advanced, advances",12.591234294531052,False
675,Affirming the consequent,intermediate,953,332,0.005246589716684155,331,"'the, a, abbreviated, abductive, about, academic, action, additional, affirm, affirming, also, alternatively, among, an, and, animal, another, antecedent, antecedents, any, appeal, applying, are, argument, arguments, arises, articles, as, assuming, assumptions",10.751983413685696,False
676,Andrei Tarkovsky,intermediate,6252,1749,0.0,1749,"a, abalov, abbado, abbas, abdusalmov, ability, able, abort, about, above, abramov, abroad, academic, academy, acclaim, accompanied, accomplishment, according, accused, acquaintance, across, act, acted, acting, action, active, actor, actors, adaptation, added",11.315269230227226,False
677,Ambiguity,intermediate,3721,1199,0.0,1199,"'authoritatively, 'dialectically, 'mysterium, a, able, about, absorption, according, accuracy, achieve, acted, acting, actually, adding, addition, addressed, adimensional, aesthetic, africa, after, agreed, agreements, algorithmic, allow, allowed, allows, almost, also, alternately, although",13.80593913737465,False
678,Abel,intermediate,757,350,0.0,350,"'s, a, abel, abel's, ablu, abraham, abrahamic, accepted, according, accusative, adam, addition, additional, after, ahmad, akkadian, alexandrian, along, always, an, and, angelic, anush, apocryphon, appointed, are, article, as, assyrian, at",10.552444958168213,False
680,Aardvark,intermediate,3411,1234,0.0,1234,"'thumb', a, aarde, aardvark, aardvark's, aardvarks, ability, able, about, abundance, accompany, account, achieved, active, activity, acts, actually, adametzi, adapted, admired, adult, adverse, aethiopicus, afer, affected, affinities, africa, african, africanus, afrikaans",9.795893309833655,False
681,Aardwolf,intermediate,1932,732,0.0010351966873706005,731,"a, aardvark, aardwolf, aardwolf's, aardwolves, abandoned, about, abundant, accompanied, achieve, active, actually, adapted, add, adept, adult, africa, african, afrikaans, after, afternoon, age, ages, all, along, also, an, anal, analysis, and",10.02475075830436,False
682,Adobe,intermediate,2474,831,0.0,831,"'canal', a, able, about, above, acceleration, accordingly, account, achaemenid, across, activity, ad, added, addition, adequate, adobe, adopted, advantage, advantages, adviser, africa, after, against, ages, agreement, air, aka, al, allow, allowed",11.25214233092677,False
683,Adventure,intermediate,715,348,0.0,348,"a, about, according, achieve, activities, adventure, adventurer, adventures, adventurous, adversity, ages, allows, also, an, ancient, and, andr, are, ark, arousal, as, assumes, author, based, be, became, becomes, becoming, best, bold",14.169264680028132,False
689,Asia,intermediate,6703,1849,0.0,1849,"'ali, 'southeast, 'stans, 'u'll, a, aaron, abdus, able, about, above, abrahamic, abundant, academics, accepted, accidental, according, achievements, achiever, across, act, active, activist, activities, activity, actually, ada, adapting, adhere, adhered, adherence",14.192510235637275,False
690,Aruba,intermediate,9253,2513,0.0,2513,"'s, a, aanleg, abandoned, abc, able, aboriginals, about, absent, abundant, access, accessible, accident, accordance, according, account, accurate, achtergronden, acknowledge, acknowledging, acquired, acres, across, act, actions, active, activities, acts, ad, add",12.120013921303691,False
691,Articles of Confederation,intermediate,6561,1690,0.0,1690,"', 'the, a, ability, abolition, absence, absent, accedes, accept, acceptance, accomplishments, according, account, achieved, acres, act, acted, acting, action, actions, acts, adams, added, additionally, address, addressed, addressing, adjourn, adjourned, administration",15.245497313944743,False
698,Atlantic Ocean,intermediate,8128,1990,0.0,1990,"', 'sea, 'the, a, abalone, abandon, abandoned, abolished, about, above, absolutist, abundance, abundant, abyss, abyssal, acceptance, access, accommodate, accompanied, accumulate, accumulated, across, acting, active, activities, activity, adapt, adjacent, adriatic, adults",13.432230846334456,False
700,Arthur Schopenhauer,intermediate,13541,3420,0.0,3420,"'great, 'lord', 'representation', 'subject, a, aberrations, abgeschmackten, abhor, abilities, able, abnormit, abnormity, abolition, abolitionists, about, above, abridged, abroad, absorption, absurd, academia, academic, academies, accept, accepted, access, accidental, accidentally, accompanied, accompanies",13.14772752392675,False
701,Angola,intermediate,9496,2613,0.00010530749789385004,2612,"', 'kingdom, 'not, 's, a, abandoned, able, abolished, abortive, about, abra, abroad, absence, absentee, abstaining, abundance, abundant, abuses, accepted, access, acclaim, accompanied, according, accords, account, accountability, accounts, accumulate, accumulated, accumulation",13.354695961385755,False
704,Demographics of Angola,intermediate,1253,443,0.0,443,"a, able, about, according, accounts, addition, adheres, adults, affiliations, africa, african, africans, age, aged, aids, all, also, ambundu, american, among, amount, an, and, angola, angola's, angolan, angolans, annual, annually, any",9.036384152935938,False
705,Politics of Angola,intermediate,1406,545,0.0,545,"a, abroad, absolute, accepted, action, active, administrative, adopted, adoption, advised, afdb, affected, africa, african, after, against, aligned, all, almost, also, amundsen, an, and, angola, angola's, angolan, angolans, another, ant, anton",14.968148072884919,False
706,Economy of Angola,intermediate,2703,961,0.0,961,"a, abandoned, abolished, about, above, abroad, absorbed, abundant, accord, according, account, accounted, accounts, across, actions, actively, activist, activities, addition, administrative, advantage, affairs, affordable, africa, african, after, aftermath, against, agency, agreements",12.962122076075367,False
708,Transport in Angola,intermediate,259,150,0.0,150,"a, aeroflot, african, agency, air, airlines, airports, airstrips, airways, all, an, and, angola, angolan, april, are, at, atlantic, barra, began, bengo, benguela, british, brussels, build, by, cabinda, cargo, carriers, catumbela",20.940562060889935,False
709,Angolan Armed Forces,intermediate,1927,725,0.0005189413596263622,724,"'angola', 's, a, ab, abortive, about, academy, accord, accordance, accords, acquired, actions, additional, administration, adverse, affairs, african, afrique, against, age, agreement, agriculture, aims, air, aircraft, al, all, also, ambriz, among",14.437833872043509,False
710,Foreign relations of Angola,intermediate,298,156,0.0,156,"a, affinities, africa, african, aid, aligned, also, americas, and, anglophone, angola, angola's, angolan, are, as, asia, asserting, association, at, based, bilateral, bloc, brazil, brazzaville, carry, central, citizens, civil, community, conflict",15.880872483221477,False
711,Albert Sidney Johnston,intermediate,5923,1637,0.00016883336147222692,1636,"', 'i, a, abandoned, abigail, abolitionism, abolitionists, about, above, abraham, absence, abundant, academy, accepted, accident, accidental, accompanied, accompany, account, accounts, accused, across, act, acting, action, actions, active, activists, add, addition",10.718636368927069,False
713,Android (robot),intermediate,2738,1065,0.0,1065,"'s, a, aaai, abbreviation, able, about, abridgment, abuse, academy, accompany, act, activating, activities, actor, actroid, actual, actuator, adam, adaptation, added, addition, advanced, advancement, advances, aerospace, affirming, after, against, age, ai",12.659272566002297,False
717,Alberta,intermediate,9230,2284,0.0,2284,"', 'composite, 'local, a, aboard, aboriginal, about, above, abundances, access, accompany, according, achievement, acicularis, across, act, actions, acts, added, addition, additional, additionally, adequate, administer, administrative, adopt, advantage, advent, adventists, affected",12.227762219593231,False
728,List of anthropologists,intermediate,808,605,0.0,605,"a, abdellah, adair, adam, adamson, afanasy, aihwa, alan, albert, albright, alden, ale, alfred, alice, also, altman, alvin, ambedkar, anatoly, and, andrey, angioni, ann, anthony, anthropologists, anton, appadurai, arjun, arthur, arturo",12.572073658062425,False
734,Actinopterygii,intermediate,1897,842,0.0,842,"a, about, above, abundant, acanthomorpha, acanthopteri, acanthopterygii, acipenseriformes, actinopteri, actinopterygian, actinopterygians, actinopterygii, added, adjacent, aeduelliformes, after, again, air, al, albuliformes, aldinger, alepocephali, alepocephaliformes, all, already, also, although, amiiformes, amphibious, an",14.826153846153847,False
736,Albert Einstein,intermediate,13126,3186,7.618467164406521e-05,3185,"'chosen', 'draft', 'ethical, 'great, a, aarau, abandoned, abba, abdominal, ability, able, about, absent, absorption, academia, academic, academics, academy, accelerated, acceleration, accept, acceptance, accepted, access, accommodate, accompanying, accomplished, accomplishments, accordance, accorded",14.384954846675374,False
737,Afghanistan,intermediate,13695,3188,0.0,3188,"'alam, 'farsi', a, aamir, abandoned, abaya, abdalis, abdicated, abdul, abdullah, abdur, ability, able, abolished, abolishing, abolition, about, above, absorbed, academy, acb, acc, accept, acceptable, accepted, access, accessing, accidents, accompanied, accompanying",12.819479473432505,False
738,Albania,intermediate,13840,3394,7.225433526011561e-05,3393,"', a, aac, abdyl, abolish, abolition, about, above, abroad, absence, absorbed, abundant, academic, access, accession, accidents, acclaimed, accompanied, according, account, accounted, accounting, achieve, achieved, achievement, achieving, acknowledged, acknowledging, across, action",14.182670341350075,False
740,Allah,intermediate,3193,1024,0.0,1024,"'if, 'ikhl, 'il, 'in, 'l, 'the, 'to, a, ab, abd, abdul, abdullah, abode, about, above, abraham, abrahamic, absolute, abu, according, actions, actual, ad, added, addison, addition, additionally, adopted, affirm, affixed",12.539490426827868,False
746,Azerbaijan,intermediate,11169,2984,0.0,2984,"'promote, a, abbas, abbasid, abdullayev, able, about, above, abroad, absheron, absolute, abulfaz, abundance, abuses, academy, accelerated, access, accompany, accomplishment, accomplishments, according, accountable, accounts, accused, acg, achaemenid, achaemenids, achieved, action, active",13.582677234698373,False
748,Amateur astronomy,intermediate,3503,1110,0.00028546959748786756,1109,"a, aavso, ab, able, about, academic, accurate, achievement, active, activities, activity, actor, add, additional, adjust, adoption, advanced, advances, advantage, advantages, advent, advise, after, aid, ainslie, akin, alan, albert, alcock, align",13.983166153712776,False
751,Aikido,intermediate,4194,1273,0.0,1273,"'combine, 'enter, 'i, 's, a, abdomen, abe, ability, able, about, according, act, action, actions, active, acupunture, adaptation, adaptations, add, addition, additionally, addresses, adductive, adjust, advanced, aeteological, africa, after, against, age",12.126857999837615,False
752,Art,intermediate,9667,2649,0.00020688941760628945,2647,"'art', 'harmony', a, abandonment, abbreviation, ability, able, aboriginal, about, above, abrasion, absent, absolute, abstract, abuse, academic, accepted, access, accessible, accessories, according, accurate, achieved, achieving, acknowledged, acquired, across, act, acting, action",13.54312079907729,False
764,Agnostida,intermediate,611,301,0.0,301,"a, absence, act, adult, agnostid, agnostida, agnostidan, agnostidans, agnostids, agnostina, allowing, along, although, always, an, analyses, and, animals, any, appear, appearances, appears, appendages, are, areas, arthropods, artiopoda, artiopodans, as, association",14.11656364974246,False
765,Abortion,intermediate,8194,1884,0.0,1884,"a, abdomen, abdominal, able, abnormal, abnormalities, abort, aborted, abortifacient, abortifacients, aborting, abortion, abortionist, abortions, abortive, abortives, about, above, absence, access, accessible, accidental, accomplished, according, account, accounting, accounts, acid, across, acting",14.603757455497007,False
766,Abstract (law),intermediate,203,111,0.0,111,"a, abstract, abstracts, affect, agreements, all, also, an, and, any, application, are, art, be, before, binding, brief, building, by, called, came, chain, common, contains, context, cooperation, deeds, defining, describes, disclosure",14.345068407960202,False
771,American Revolutionary War,intermediate,17262,3288,0.0,3288,"', 'extermination', 'foreign, 'foul, 'of, 'seventy, a, abandon, abandoned, abiding, ability, able, aboard, abolish, abolition, abolitionist, aborted, abortive, about, above, abraham, academy, accept, acceptance, accepted, access, accompanied, accordingly, account, accused",14.952343962014599,False
772,Ampere,intermediate,1023,328,0.0,328,"a, abampere, accumulated, accurate, accurately, adding, after, all, along, also, alternatively, ammeter, amount, amp, ampacity, ampere, amperes, an, analogy, and, andr, apart, appliances, approximately, are, as, at, atom, attractive, average",14.662994379151765,False
